season,round,race_date,race_name,circuit_id,driver_id,driver_code,constructor_id,grid_position,position_text,finish_position,points,laps,status,dnf,won
2018,1,2018-03-25,Australian Grand Prix,albert_park,alonso,ALO,mclaren,10,5,5.0,10.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,bottas,BOT,mercedes,15,8,8.0,4.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,brendon_hartley,HAR,toro_rosso,16,15,15.0,0.0,57,+1 Lap,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,ericsson,ERI,sauber,17,R,,0.0,5,Steering,1,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,gasly,GAS,toro_rosso,20,R,,0.0,13,Engine,1,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,grosjean,GRO,haas,6,R,,0.0,24,Wheel,1,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,hamilton,HAM,mercedes,1,2,2.0,18.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,hulkenberg,HUL,renault,7,7,7.0,6.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,kevin_magnussen,MAG,haas,5,R,,0.0,22,Wheel,1,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,leclerc,LEC,sauber,18,13,13.0,0.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,max_verstappen,VER,red_bull,4,6,6.0,8.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,ocon,OCO,force_india,14,12,12.0,0.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,perez,PER,force_india,12,11,11.0,0.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,raikkonen,RAI,ferrari,2,3,3.0,15.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,ricciardo,RIC,red_bull,8,4,4.0,12.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,sainz,SAI,renault,9,10,10.0,1.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,sirotkin,SIR,williams,19,R,,0.0,4,Brakes,1,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,stroll,STR,williams,13,14,14.0,0.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,vandoorne,VAN,mclaren,11,9,9.0,2.0,58,Finished,0,0
2018,1,2018-03-25,Australian Grand Prix,albert_park,vettel,VET,ferrari,3,1,1.0,25.0,58,Finished,0,1
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,alonso,ALO,mclaren,13,7,7.0,6.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,bottas,BOT,mercedes,3,2,2.0,18.0,57,Finished,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,brendon_hartley,HAR,toro_rosso,11,17,17.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ericsson,ERI,sauber,17,9,9.0,2.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,gasly,GAS,toro_rosso,5,4,4.0,12.0,57,Finished,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,grosjean,GRO,haas,16,13,13.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,hamilton,HAM,mercedes,9,3,3.0,15.0,57,Finished,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,hulkenberg,HUL,renault,7,6,6.0,8.0,57,Finished,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,kevin_magnussen,MAG,haas,6,5,5.0,10.0,57,Finished,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,leclerc,LEC,sauber,19,12,12.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,max_verstappen,VER,red_bull,15,R,,0.0,3,Puncture,1,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ocon,OCO,force_india,8,10,10.0,1.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,perez,PER,force_india,12,16,16.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,raikkonen,RAI,ferrari,2,R,,0.0,35,Wheel,1,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,ricciardo,RIC,red_bull,4,R,,0.0,1,Electrical,1,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,sainz,SAI,renault,10,11,11.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,sirotkin,SIR,williams,18,15,15.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,stroll,STR,williams,20,14,14.0,0.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,vandoorne,VAN,mclaren,14,8,8.0,4.0,56,+1 Lap,0,0
2018,2,2018-04-08,Bahrain Grand Prix,bahrain,vettel,VET,ferrari,1,1,1.0,25.0,57,Finished,0,1
2018,3,2018-04-15,Chinese Grand Prix,shanghai,alonso,ALO,mclaren,13,7,7.0,6.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,bottas,BOT,mercedes,3,2,2.0,18.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,brendon_hartley,HAR,toro_rosso,15,20,20.0,0.0,51,Collision damage,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ericsson,ERI,sauber,20,16,16.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,gasly,GAS,toro_rosso,17,18,18.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,grosjean,GRO,haas,10,17,17.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,hamilton,HAM,mercedes,4,4,4.0,12.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,hulkenberg,HUL,renault,7,6,6.0,8.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,kevin_magnussen,MAG,haas,11,10,10.0,1.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,leclerc,LEC,sauber,19,19,19.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,max_verstappen,VER,red_bull,5,5,5.0,10.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ocon,OCO,force_india,12,11,11.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,perez,PER,force_india,8,12,12.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,raikkonen,RAI,ferrari,2,3,3.0,15.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,ricciardo,RIC,red_bull,6,1,1.0,25.0,56,Finished,0,1
2018,3,2018-04-15,Chinese Grand Prix,shanghai,sainz,SAI,renault,9,9,9.0,2.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,sirotkin,SIR,williams,16,15,15.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,stroll,STR,williams,18,14,14.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,vandoorne,VAN,mclaren,14,13,13.0,0.0,56,Finished,0,0
2018,3,2018-04-15,Chinese Grand Prix,shanghai,vettel,VET,ferrari,1,8,8.0,4.0,56,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,alonso,ALO,mclaren,12,7,7.0,6.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,bottas,BOT,mercedes,3,R,,0.0,48,Puncture,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,brendon_hartley,HAR,toro_rosso,19,10,10.0,1.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,ericsson,ERI,sauber,18,11,11.0,0.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,gasly,GAS,toro_rosso,17,12,12.0,0.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,grosjean,GRO,haas,20,R,,0.0,42,Accident,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,hamilton,HAM,mercedes,2,1,1.0,25.0,51,Finished,0,1
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,hulkenberg,HUL,renault,14,R,,0.0,10,Accident,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,kevin_magnussen,MAG,haas,15,13,13.0,0.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,leclerc,LEC,sauber,13,6,6.0,8.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,max_verstappen,VER,red_bull,5,R,,0.0,39,Collision,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,ocon,OCO,force_india,7,R,,0.0,0,Collision,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,perez,PER,force_india,8,3,3.0,15.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,raikkonen,RAI,ferrari,6,2,2.0,18.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,ricciardo,RIC,red_bull,4,R,,0.0,39,Collision,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,sainz,SAI,renault,9,5,5.0,10.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,sirotkin,SIR,williams,11,R,,0.0,0,Collision,1,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,stroll,STR,williams,10,8,8.0,4.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,vandoorne,VAN,mclaren,16,9,9.0,2.0,51,Finished,0,0
2018,4,2018-04-29,Azerbaijan Grand Prix,baku,vettel,VET,ferrari,1,4,4.0,12.0,51,Finished,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,alonso,ALO,mclaren,8,8,8.0,4.0,65,+1 Lap,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,bottas,BOT,mercedes,2,2,2.0,18.0,66,Finished,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,brendon_hartley,HAR,toro_rosso,20,12,12.0,0.0,64,+2 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,ericsson,ERI,sauber,17,13,13.0,0.0,64,+2 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,gasly,GAS,toro_rosso,12,R,,0.0,0,Collision,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,grosjean,GRO,haas,10,R,,0.0,0,Collision,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,hamilton,HAM,mercedes,1,1,1.0,25.0,66,Finished,0,1
2018,5,2018-05-13,Spanish Grand Prix,catalunya,hulkenberg,HUL,renault,16,R,,0.0,0,Collision,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,kevin_magnussen,MAG,haas,7,6,6.0,8.0,65,+1 Lap,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,leclerc,LEC,sauber,14,10,10.0,1.0,64,+2 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,max_verstappen,VER,red_bull,5,3,3.0,15.0,66,Finished,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,ocon,OCO,force_india,13,R,,0.0,38,Oil leak,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,perez,PER,force_india,15,9,9.0,2.0,64,+2 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,raikkonen,RAI,ferrari,4,R,,0.0,25,Turbo,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,ricciardo,RIC,red_bull,6,5,5.0,10.0,66,Finished,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,sainz,SAI,renault,9,7,7.0,6.0,65,+1 Lap,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,sirotkin,SIR,williams,19,14,14.0,0.0,63,+3 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,stroll,STR,williams,18,11,11.0,0.0,64,+2 Laps,0,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,vandoorne,VAN,mclaren,11,R,,0.0,45,Gearbox,1,0
2018,5,2018-05-13,Spanish Grand Prix,catalunya,vettel,VET,ferrari,3,4,4.0,12.0,66,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,alonso,ALO,mclaren,7,R,,0.0,52,Gearbox,1,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,bottas,BOT,mercedes,5,5,5.0,10.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,brendon_hartley,HAR,toro_rosso,15,R,,0.0,70,Collision,1,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,ericsson,ERI,sauber,16,11,11.0,0.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,gasly,GAS,toro_rosso,10,7,7.0,6.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,grosjean,GRO,haas,18,15,15.0,0.0,77,+1 Lap,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,hamilton,HAM,mercedes,3,3,3.0,15.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,hulkenberg,HUL,renault,11,8,8.0,4.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,kevin_magnussen,MAG,haas,19,13,13.0,0.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,leclerc,LEC,sauber,14,R,,0.0,70,Collision,1,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,max_verstappen,VER,red_bull,20,9,9.0,2.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,ocon,OCO,force_india,6,6,6.0,8.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,perez,PER,force_india,9,12,12.0,0.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,raikkonen,RAI,ferrari,4,4,4.0,12.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,ricciardo,RIC,red_bull,1,1,1.0,25.0,78,Finished,0,1
2018,6,2018-05-27,Monaco Grand Prix,monaco,sainz,SAI,renault,8,10,10.0,1.0,78,Finished,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,sirotkin,SIR,williams,13,16,16.0,0.0,77,+1 Lap,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,stroll,STR,williams,17,17,17.0,0.0,76,+2 Laps,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,vandoorne,VAN,mclaren,12,14,14.0,0.0,77,+1 Lap,0,0
2018,6,2018-05-27,Monaco Grand Prix,monaco,vettel,VET,ferrari,2,2,2.0,18.0,78,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,alonso,ALO,mclaren,14,R,,0.0,40,Exhaust,1,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,bottas,BOT,mercedes,2,2,2.0,18.0,68,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,brendon_hartley,HAR,toro_rosso,12,R,,0.0,0,Collision,1,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,ericsson,ERI,sauber,19,15,15.0,0.0,66,+2 Laps,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,gasly,GAS,toro_rosso,16,11,11.0,0.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,grosjean,GRO,haas,20,12,12.0,0.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,hamilton,HAM,mercedes,4,5,5.0,10.0,68,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,hulkenberg,HUL,renault,7,7,7.0,6.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,kevin_magnussen,MAG,haas,11,13,13.0,0.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,leclerc,LEC,sauber,13,10,10.0,1.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,max_verstappen,VER,red_bull,3,3,3.0,15.0,68,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,ocon,OCO,force_india,8,9,9.0,2.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,perez,PER,force_india,10,14,14.0,0.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,raikkonen,RAI,ferrari,5,6,6.0,8.0,68,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,ricciardo,RIC,red_bull,6,4,4.0,12.0,68,Finished,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,sainz,SAI,renault,9,8,8.0,4.0,67,+1 Lap,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,sirotkin,SIR,williams,18,17,17.0,0.0,66,+2 Laps,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,stroll,STR,williams,17,R,,0.0,0,Collision,1,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,vandoorne,VAN,mclaren,15,16,16.0,0.0,66,+2 Laps,0,0
2018,7,2018-06-10,Canadian Grand Prix,villeneuve,vettel,VET,ferrari,1,1,1.0,25.0,68,Finished,0,1
2018,8,2018-06-24,French Grand Prix,ricard,alonso,ALO,mclaren,16,16,16.0,0.0,50,Wheel,0,0
2018,8,2018-06-24,French Grand Prix,ricard,bottas,BOT,mercedes,2,7,7.0,6.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,brendon_hartley,HAR,toro_rosso,20,14,14.0,0.0,52,+1 Lap,0,0
2018,8,2018-06-24,French Grand Prix,ricard,ericsson,ERI,sauber,15,13,13.0,0.0,52,+1 Lap,0,0
2018,8,2018-06-24,French Grand Prix,ricard,gasly,GAS,toro_rosso,14,R,,0.0,0,Collision,1,0
2018,8,2018-06-24,French Grand Prix,ricard,grosjean,GRO,haas,10,11,11.0,0.0,52,+1 Lap,0,0
2018,8,2018-06-24,French Grand Prix,ricard,hamilton,HAM,mercedes,1,1,1.0,25.0,53,Finished,0,1
2018,8,2018-06-24,French Grand Prix,ricard,hulkenberg,HUL,renault,12,9,9.0,2.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,kevin_magnussen,MAG,haas,9,6,6.0,8.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,leclerc,LEC,sauber,8,10,10.0,1.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,max_verstappen,VER,red_bull,4,2,2.0,18.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,ocon,OCO,force_india,11,R,,0.0,0,Collision,1,0
2018,8,2018-06-24,French Grand Prix,ricard,perez,PER,force_india,13,R,,0.0,27,Engine,1,0
2018,8,2018-06-24,French Grand Prix,ricard,raikkonen,RAI,ferrari,6,3,3.0,15.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,ricciardo,RIC,red_bull,5,4,4.0,12.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,sainz,SAI,renault,7,8,8.0,4.0,53,Finished,0,0
2018,8,2018-06-24,French Grand Prix,ricard,sirotkin,SIR,williams,18,15,15.0,0.0,52,+1 Lap,0,0
2018,8,2018-06-24,French Grand Prix,ricard,stroll,STR,williams,19,17,17.0,0.0,48,Puncture,0,0
2018,8,2018-06-24,French Grand Prix,ricard,vandoorne,VAN,mclaren,17,12,12.0,0.0,52,+1 Lap,0,0
2018,8,2018-06-24,French Grand Prix,ricard,vettel,VET,ferrari,3,5,5.0,10.0,53,Finished,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,alonso,ALO,mclaren,13,8,8.0,4.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,bottas,BOT,mercedes,1,R,,0.0,13,Hydraulics,1,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,brendon_hartley,HAR,toro_rosso,19,R,,0.0,54,Hydraulics,1,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,ericsson,ERI,sauber,20,10,10.0,1.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,gasly,GAS,toro_rosso,12,11,11.0,0.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,grosjean,GRO,haas,5,4,4.0,12.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,hamilton,HAM,mercedes,2,R,,0.0,62,Fuel pressure,1,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,hulkenberg,HUL,renault,10,R,,0.0,11,Engine,1,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,kevin_magnussen,MAG,haas,8,5,5.0,10.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,leclerc,LEC,sauber,18,9,9.0,2.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,max_verstappen,VER,red_bull,4,1,1.0,25.0,71,Finished,0,1
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,ocon,OCO,force_india,11,6,6.0,8.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,perez,PER,force_india,16,7,7.0,6.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,raikkonen,RAI,ferrari,3,2,2.0,18.0,71,Finished,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,ricciardo,RIC,red_bull,7,R,,0.0,53,Exhaust,1,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,sainz,SAI,renault,9,12,12.0,0.0,70,+1 Lap,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,sirotkin,SIR,williams,17,13,13.0,0.0,69,+2 Laps,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,stroll,STR,williams,14,14,14.0,0.0,69,+2 Laps,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,vandoorne,VAN,mclaren,15,15,15.0,0.0,65,Collision damage,0,0
2018,9,2018-07-01,Austrian Grand Prix,red_bull_ring,vettel,VET,ferrari,6,3,3.0,15.0,71,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,alonso,ALO,mclaren,13,8,8.0,4.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,bottas,BOT,mercedes,4,4,4.0,12.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,brendon_hartley,HAR,toro_rosso,0,R,,0.0,1,Power Unit,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,ericsson,ERI,sauber,15,R,,0.0,31,Accident,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,gasly,GAS,toro_rosso,14,13,13.0,0.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,grosjean,GRO,haas,8,R,,0.0,37,Collision,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,hamilton,HAM,mercedes,1,2,2.0,18.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,hulkenberg,HUL,renault,11,6,6.0,8.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,kevin_magnussen,MAG,haas,7,9,9.0,2.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,leclerc,LEC,sauber,9,R,,0.0,18,Tyre,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,max_verstappen,VER,red_bull,5,R,,0.0,46,Brakes,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,ocon,OCO,force_india,10,7,7.0,6.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,perez,PER,force_india,12,10,10.0,1.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,raikkonen,RAI,ferrari,3,3,3.0,15.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,ricciardo,RIC,red_bull,6,5,5.0,10.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,sainz,SAI,renault,16,R,,0.0,37,Collision,1,0
2018,10,2018-07-08,British Grand Prix,silverstone,sirotkin,SIR,williams,18,14,14.0,0.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,stroll,STR,williams,19,12,12.0,0.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,vandoorne,VAN,mclaren,17,11,11.0,0.0,52,Finished,0,0
2018,10,2018-07-08,British Grand Prix,silverstone,vettel,VET,ferrari,2,1,1.0,25.0,52,Finished,0,1
2018,11,2018-07-22,German Grand Prix,hockenheimring,alonso,ALO,mclaren,11,16,16.0,0.0,65,Retired,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,bottas,BOT,mercedes,2,2,2.0,18.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,brendon_hartley,HAR,toro_rosso,17,10,10.0,1.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,ericsson,ERI,sauber,13,9,9.0,2.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,gasly,GAS,toro_rosso,16,14,14.0,0.0,66,+1 Lap,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,grosjean,GRO,haas,6,6,6.0,8.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,hamilton,HAM,mercedes,14,1,1.0,25.0,67,Finished,0,1
2018,11,2018-07-22,German Grand Prix,hockenheimring,hulkenberg,HUL,renault,7,5,5.0,10.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,kevin_magnussen,MAG,haas,5,11,11.0,0.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,leclerc,LEC,sauber,9,15,15.0,0.0,66,+1 Lap,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,max_verstappen,VER,red_bull,4,4,4.0,12.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,ocon,OCO,force_india,15,8,8.0,4.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,perez,PER,force_india,10,7,7.0,6.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,raikkonen,RAI,ferrari,3,3,3.0,15.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,ricciardo,RIC,red_bull,20,R,,0.0,27,Engine,1,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,sainz,SAI,renault,8,12,12.0,0.0,67,Finished,0,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,sirotkin,SIR,williams,12,R,,0.0,51,Engine,1,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,stroll,STR,williams,18,R,,0.0,53,Engine,1,0
2018,11,2018-07-22,German Grand Prix,hockenheimring,vandoorne,VAN,mclaren,19,13,13.0,0.0,67,Finished,0,0
